Index,AUC_Before,AUC_After,AUC_Diff,Recall_Before(%),Recall_After(%),Prec_Before(%),Prec_After(%),Opt_Trees
TWII_Market_Danger,0.5686,0.6076,0.039,83.87,0.0,25.49,0.0,9
