date,ticker,open,high,low,close,volume,bias_week,bias_month,bias_quarter,bias_year,RSI,MACD,MACD_Signal,Vol_Change,Close_Change,Target,predict_proba
2022-03-17,006208.TW,69.73091286824074,70.35710863631711,69.55200369161754,70.3123779296875,3456415,0.019719727510410734,-0.010324887299960176,-0.03273447144604753,0.003989262374661623,45.39002797315894,-1.2326564224139531,-1.0934638158817387,-0.4492471956966131,0.03285148083208789,0,
2022-03-18,006208.TW,70.31237774126642,70.31237774126642,69.77564338788756,70.04401397705078,1652556,0.013854704983345784,-0.011020217371312495,-0.03614950756540486,-8.323328500609856e-05,44.59934036238753,-1.1231186783643494,-1.0993947883782609,-0.521887273374291,-0.0038167383971152713,0,
2022-03-21,006208.TW,70.4018334464009,70.84911321880483,70.4018334464009,70.49129486083984,2592543,0.016380769727144123,-0.002089497481590693,-0.029954833464495473,0.006046293743601341,42.805804344981595,-0.9888189089250687,-1.0772796124876225,0.5688079556759347,0.006385711760259927,0,
2022-03-22,006208.TW,70.49129399390512,70.53601787562685,70.22292340378422,70.4018325805664,2284373,0.007682411993397531,-0.0007618564825380844,-0.03112630619708283,0.004590029644106291,43.589767570898644,-0.8794662924468781,-1.0377169484794737,-0.11886784520063887,-0.0012691252224837912,0,
2022-03-23,006208.TW,70.84911487854767,71.29639466142979,70.84911487854767,71.16221618652344,2472632,0.00964594834729856,0.011443168783485098,-0.020581486237768638,0.015239342035002401,46.52780363890243,-0.7231113760135912,-0.9747958339862972,0.08241167269968619,0.010800622342988841,0,
2022-03-24,006208.TW,70.93858304796528,71.16222296069537,70.67021242270977,71.07276153564453,1097391,0.006205723551821499,0.011715352587315379,-0.021712297828544693,0.013781119347722012,49.08427923853847,-0.5995064834249746,-0.8997379638740327,-0.5561850691894306,-0.0012570526281030503,0,
2022-03-25,006208.TW,71.07276243936869,71.29640235494247,71.02803855122309,71.25167846679688,1381870,0.005301117023009171,0.01442369261694505,-0.019330081018859465,0.016108351851466765,54.76199977900726,-0.48156048494111303,-0.8161024680874488,0.25923212419274444,0.0025173769428195047,0,
2022-03-28,006208.TW,70.62548054735664,70.62548054735664,69.9098369333723,70.44657135009766,4515881,-0.0059328122044453886,0.0036642668209515856,-0.030192237867153363,0.004481351846246718,63.01373374933059,-0.4478898517352832,-0.7424599448170157,2.2679492282197313,-0.011299482819543627,0,
2022-03-29,006208.TW,70.40184069045873,70.75966591019015,70.35711680358506,70.53602600097656,1117692,-0.00504733067054062,0.006189054946632098,-0.02874147100058124,0.0056684619235623694,61.971824127419815,-0.40926958460379126,-0.6758218727743709,-0.7524974639500022,0.0012698226352896302,0,
2022-03-30,006208.TW,71.4305800800168,71.4753107883585,71.16221630481017,71.34112548828125,1935365,0.005801424665851575,0.018128433162037258,-0.01752440516992849,0.01702496874562054,56.684459689997986,-0.31012303917898976,-0.6026821060552947,0.7315727409697841,0.01141401823932564,0,
